Name,Employees,Website,Turnover,Reg Number,EBITDA
Library Of Things Limited,24,Make-do.com.au,,11804306,
Quantum Metric (UK) Limited,38,Quantummetric.com,,11806042,
Halo I.S Ltd,15,Halo-is.co.uk,,11806111,
Steiner Corporation PVT Ltd,9,,,11808192,
Quantcopy Growth Ai Limited,8,Quantcopy.com,,11808232,
Jiva.Ai Limited,17,,,11810672,
Autolomous Ltd,30,Autolomous.com,,11810723,
Kaleido Intelligence Limited,7,Roaming.kaleidointelligence.com,,11813433,
Sama Consulting Ltd,9,Sama-consulting.com,,11814886,
Trust APP Ltd,9,Tytonical.com,,11816574,
Infuse Data Solutions Limited,7,Infusedata.co.uk,,11816831,
Opsyte Online Ltd,10,Opsyte.com,,11818288,
MRD Technologies Limited,15,Mrdtechnologies.co.uk,,11821952,
Ember By Starling Limited,29,Ember.co,,11822163,
Intel 471 UK Ltd,22,,,11823914,
Beonhand Limited,30,Beonhand.co.uk,,11824347,
AMS High Limited,11,,,11825546,
Firebolt Technologies Limited,10,Callassist.co.uk,,11826113,
Armalytix Ltd,17,Armadillo.io,,11828727,
Spot Ship Exchange Holdings Ltd,9,,,11828831,
Cyber Sheku Limited,7,,,11829605,
Planradar Limited,12,Planradar.com,,11834574,
Thetechteam Limited,9,,,11835923,
Digital Education Company UK Limited,7,,,11838460,
Woodmynd Consulting Ltd,6,,,11839998,
Installations For Business Limited,7,Octopusinstallations.co.uk,,11840570,
Komainu UK Limited,30,,,11841450,
Wia Systems Ltd,8,Wiasystems.com,,11843059,
The Curve Consulting Services Limited,23,Tccs.io,,11843070,
Wingate Services Ltd,9,Wingate.co.uk,,11845261,
Meet Genie Limited,9,,,11847171,
Infraspeak Ltd,8,,,11847290,
TB Services And Solutions Ltd,23,Tasgotbassss.co.uk,,11850416,
Computer Response Limited,9,Computer-response.com,,11852391,
Exterro UK Limited,24,Exterro.com,,11853260,
Play XD Ltd,6,,,11853482,
NJC Labs Limited,7,Njclabs.com,,11857179,
Fintechos Technology UK Ltd,12,Fintechos.com,,11857916,
Bedroq Limited,40,Tellemachus.com,,11859968,
Maley Marketing Limited,7,,,11860361,
Setl Limited,13,Setl.io,,11860439,
Assured Data Services Ltd,11,,,11861499,
Netspeak Games Ltd,12,Netspeakgames.com,,11862950,
Charle London Limited,17,Charle.co.uk,,11863407,
Incline It Limited,19,,,11864190,
Voquis Limited,7,,,11864577,
Atlabs Infotech Ltd,6,Atlabsinfotech.com,,11867218,
Om Mobile Ventures (UK) Limited,13,,,11867360,
Salix Business Machines Limited,8,Salixcopiers.co.uk,,11870242,
Intu Management Ltd,29,,,11871056,
Trevonix Technologies Limited,13,Trevonix.com,,11872689,
Vyne Technologies Limited,22,Payvyne.com,,11872778,
Demoonlight Ltd,14,,,11873660,
Bios Management Limited,12,Biosmanagement.com,,11875304,
Taichi Tech Ltd,6,,,11875434,
Blue Precision Technologies Ltd,8,Blueprecision.co.uk,,11877693,
One Care Consulting & Services Limited,38,Onecare.org.uk,,11878203,
Cloud Cycle Ltd,17,Cloudcycle.com,,11878532,
Digital Workforce Services Ltd,6,,,11879145,
Tanishque Ltd,7,,,11880769,
Streamtech Ltd,25,,,11880786,
Nokomis Health Europe Limited,8,Fridlyos.com,,11881861,
Chetu Ltd,33,Chetu.com,,11882245,
1010 Trading Ltd,8,,,11882759,
Coffee Cup Technical Limited,15,Coffeecupsolutions.com,,11883902,
Move Ai Ltd,19,,,11886662,
Crydent Ltd,11,,,11887693,
Aforza Limited,50,,,11889388,
Network Test Labs Ltd,13,,,11889800,
Reliable Insights Ltd,6,Mypmr.pro,,11890047,
Fastpath Solutions Ltd,11,Ideiio.com,,11893006,
Consiliumxcel Limited,6,Consiliumresearch.co.uk,,11893374,
Satty Technologies Ltd,6,,,11894537,
&Dev Limited,7,And.dev,,11895018,
Inovotek Solutions Ltd,6,Inovoteksolutions.com,,11895205,
Parabellum Security Services Ltd,15,Wkmdevelopments.com,,11899167,
Business Science Corporation Ltd,9,Bscglobal.com,,11899398,
Marvel Tech Business Consulting Ltd,6,,,11903971,
Penta Payroll Limited,24,Pentaconsulting.com,"£2,674,290 ",11905770,
Huume Ltd,6,Huume.co.uk,,11905862,
Techzone(UK) Ltd,8,,,11905944,
Total Football Ltd,8,,,11906184,
DSS Sustainable Solutions UK Limited,48,,,11906667,
Block Scholes Ltd,11,Blockscholes.com,,11907206,
Cloud Rede Limited,7,Cloudrede.com,,11907968,
Evari Services UK Limited,10,,,11908551,
Ecologi Action Ltd,48,Netzeronow.org,"£9,008,660 ",11911630,"£935,209 "
Pungo Ltd,15,Piratesonpungo.org,,11914576,
Bluefort Security Holdings Limited,33,Bluefort.com,"£15,541,000 ",11916443,"£496,000 "
F4 It Ltd,13,F4it.co.uk,,11916752,
Simoda Limited,37,Simoda.co.uk,,11917151,
K2SA Limited,7,K2salimited.com,,11918026,
Marvel Solution Ltd,9,,,11920774,
Liberty Bishop (Netherlands) Ltd,15,Libertybishop.co.uk,,11923287,
Prosper Savings Limited,7,,,11923629,"(£1,877,934)"
Pentest Limited,30,Theshearwatergroup.co.uk,"£3,956,924 ",11925182,"£512,273 "
Resilient City Limited,6,Resilientcity.co.uk,,11926915,
Adapt Iq Group Ltd,9,Consleague.com,,11929510,
Medifintech Ltd,6,,"£870,765 ",11932223,"£475,537 "
Future Work Force Limited,7,Aispace.org,,11934102,
Clara Technologies (UK) Limited,7,,,11934246,"(£473,781)"
R3 Digital Ltd,23,R3.digital,,11938809,
Ves (SW) Ltd,10,,,11939955,
Scrutobyte UK Limited,8,Scrutobyte.com,,11940922,
Synergy Solutions International Limited,9,Synergysolution.co.uk,,11941829,
Jam Coding UK Ltd,12,Jamcoding.co.uk,,11941837,
Apari Software Ltd,7,Vogueaccounting.com,,11943201,
Clekt Limited,20,Clekt.co.uk,,11944468,
Infinite Lambda Limited,21,Infinitelambda.com,,11946079,
V-Tech Global Ltd,12,,,11947108,
Ma Info Systems Ltd,11,Mass-plc.com,,11949235,
Id-Ware UK Ltd,9,Cipher10.com,,11949489,
1card Solutions Ltd,7,1cardsolutions.com,,11950400,
Supermums Consulting Ltd,8,Supermums.co.uk,,11950882,
Bluebell Technology Solutions Limited,8,,,11951525,
Maximum Solution Consulting (UK) Limited,6,Maxibusinessadvice.co.uk,,11952698,
Fnality Services Limited,24,Fnality.org,,11954823,"(£3,992,131)"
"Ironnet Cybersecurity UK, Ltd",7,,,11954939,
Xrenewable Ltd,14,Xrenewable.com,,11955142,
KC-It Tech Consultancy Ltd,18,,,11956093,
Rightcharge Limited,7,Rightcharge.co.uk,,11957019,
The Code Zone Ltd,18,Thecodezone.co.uk,,11958674,
S.O.E Consultancy Limited,9,,,11959314,
Neurex Ai Limited,10,,,11960940,
Zing Dev Limited,25,Theaccessgroup.com,,11961563,
Howbout Ltd,14,Zync-solutions.com,,11962821,
Pubnub UK Limited,11,,,11964015,
Panjtan Ltd,24,Panjtanfm.com,,11964137,
Idiversity Consulting Limited,10,Idiversity.co.uk,,11964949,
Signable Ltd,37,Centation.com,,11965482,
Raiys Limited,11,Pamgroup.co.uk,,11966045,
Talent Spaces Inclusive Limited,6,,,11967077,
Cerberus Technology Solutions UK Limited,14,Cerberus.com,"£4,179,802 ",11969516,"£383,049 "
Veovo UK Limited,21,Veovo.com,"£7,214,749 ",11972415,"£669,598 "
Devtropolis Ltd,6,,,11972473,
Hatch Digital Skills Ltd,10,,,11973450,
Sahaj Software Solutions UK Limited,19,Sahajsoft.com,,11975643,
Spinning Fox Limited,7,,,11977073,
Trans Global Pacific Limited,9,,,11977084,
SSB Architech Ltd,38,,,11977122,
Healthlumen Limited,8,Healthlumen.com,,11978627,
Intuit Ed Ltd,9,Intuited.co.uk,,11979100,
Intellivos Solutions Ltd,18,,,11979225,
Code Tantra Limited,6,,,11981674,
Redinet Holdings Ltd,7,Redinet.co.uk,,11985984,
Gjo Ltd,8,Ghanajapanoil.com,,11987677,
Peritium Search Associates Limited,8,Peritiumsearch.com,,11990464,
Serverscom UK Ltd,32,,"£5,561,197 ",11990572,"£417,790 "
Cap Technologies Limited,7,Cap-tech.co.uk,,11990582,
Rootshell Security Ltd,53,Rootshellsecurity.net,,11990587,
Vibak Ltd,6,Vibak.co.uk,,11991953,
Beyonk Ltd,27,Beyonk.com,,11994212,
Sphere Innovations Limited,16,,,11996985,
Techab Limited,13,Techlabltd.co.uk,,11997245,
Kaptius Limited,6,Kaptius.com,,11997408,
Vivo Dental Lab Limited,25,Vivodentallab.co.uk,,11998221,
Primus Global Solutions Limited,6,Primusglobal.com,,11999498,
Mintago Limited,27,Mintago.com,,12000248,
Idenfo Limited,9,Idenfo.com,,12001945,
African Voices Ltd,16,Africanvoices.co.uk,,12003190,
Excel Infinity Limited,7,,,12003535,
It Advise Solution Ltd,18,,,12003828,
French United Capital Ltd,6,Frenchunitedcapital.com,,12004532,
Emperia Ltd,11,Emperiavr.com,,12004787,
Sequel Agency Ltd,7,Sequelgroup.co.uk,,12006205,
Climate Essentials Limited,7,Climax.community,,12007941,
Akoni Technologies Ltd,18,Akonitechnologies.co.uk,,12008678,
Ceed Partners Ltd,6,Ceed-global.org,,12008838,
Ethical It Services Limited,15,Jadegroup.co.uk,,12011909,
Digiblu UK Limited,16,Digiblu.com,,12015792,
Juno Global Services Limited,11,Juno.legal,,12015829,
Get Least Ltd,6,,,12018323,
CTRL-S Ltd,8,Hallidays.co.uk,,12020671,
Invest It Ltd,7,Investitltd.com,,12020761,
Newsquawk Voice Limited,17,Newsquawk.com,,12020774,
Tools For Brokers Limited,8,74.119.193.196,,12022066,
Trinity Agtech Limited,11,,,12022356,
Vyde Ltd,12,Octaive.com,,12025371,
Azteq Group Ltd,18,Azteq.com,,12027238,
SHC Digital Ltd,10,,,12029301,
Shelgate Ltd,9,,,12029606,
Workplace It Technologies Limited,20,Workplaceit.co.uk,,12030414,
Ilasp Limited,8,Ilasp.com,,12031270,
Mpowering People Ltd,18,Mpowering-people.com,,12031964,
Bancon-It Ltd,8,Bancon-it.com,,12037423,
Locker Technology Limited,11,Harkerscompanies.co.uk,,12037756,
Whatson Sherlock Limited,6,,,12038977,
It Workhouse Ltd,6,Itworkhouse.co.uk,,12045999,
Technology Powered Services Limited,20,,,12046205,
HP Technologies Group Limited,26,Heptagongroup.io,,12046436,
Button Tech UK Limited,29,,,12050378,
Tabled Technologies Limited,6,,,12050791,
Preos Talent Limited,21,Preos.co.uk,,12052810,
Lean Technologies Development (UK) Limited,17,,,12053009,
Moonpay (UK) Limited,76,,,12055543,
Nectar Rays Limited,7,,,12056456,
Techyard Limited,10,,,12056786,
Estima Scientific Ltd,12,,,12058271,
Chordata Limited,13,Chordatainsight.com,,12060951,
Insider Services UK Limited,20,,"£3,209,609 ",12063796,"(£747,815)"
Primum Digital Ltd,9,,,12064793,
Perivan Limited,51,Perivan.co.uk,"£9,778,931 ",12066149,"£1,237,251 "
Swiipr Technologies Ltd,13,Swiipr.com,,12067158,
Bryter Services UK Limited,19,,,12068669,
Luxsh Technologies Limited,10,Luxshtech.com,,12069038,
GV It Ltd,9,,,12072619,
I-Immersive Limited,8,Iwanttoexperience.com,,12073883,
Alana Ai Limited,14,Alanaai.com,,12075488,
Axia Origin Ltd,8,Axiaorigin.com,,12075975,
Zeta Motion Ltd,6,,,12077215,
Desucla Limited,12,Desucla.com,,12078865,
Caviar Technologies Ltd,6,Caviartechnologiesonline.com,,12080031,
Global Expat Pay Limited,24,Globalexpatpay.com,,12081574,
Memory Tree Retail Solutions Limited,7,,,12082843,
Unicepta UK Limited,65,,,12083495,
Pharmaspectra Group Ltd,14,Iqvia.com,"£7,283,000 ",12084283,"(£2,888,000)"
8foldgovernance Limited,15,8foldgovernance.com,,12085647,
Yellow Box Marketing Limited,9,Yellowboxmarketing.co.uk,,12086807,
Information Exp Limited,6,Informationexp.com,,12087263,
X-Flow Ii Limited,7,X-flow.app,,12088596,
Novatiq Limited,6,Smartpipesolutions.com,,12091658,
Madebypi Digital Limited,7,Principlescommunications.co.uk,,12092628,
Forest Wide Limited,8,,,12093497,
Steamx Services Ltd,7,,,12093531,
Search Machines Ltd,10,Beerhunter.com,,12093607,
Stories Design Studio Limited,6,Storiesdesignstudio.com,,12094603,
Data Trans Technologies Limited,14,Datatranstech.com,,12095238,
Trigg Digital Ltd,18,Triggdigital.com,,12095839,
Ar Experts Ltd,12,Tanserv.com,,12095926,
Unlocked Data Ltd,8,Unlockeddata.com,,12097397,
One Managed Service Provider Ltd,11,,,12101294,
Nelson Wire & Spring Limited,6,,,12101575,
Digital RFQ Limited,12,Matchfintech.com,,12103258,
Bulls It Services Ltd,65,,,12106032,
My Solution Group Ltd,12,,,12107045,
Islacare Ltd,41,,,12108076,
Diode Group Limited,8,Diode.energy,,12108768,
We'Ve Got This Limited,7,Gen-m.com,,12109553,
Moe Tarhini Ltd,7,,,12111337,
Futureproofai Ltd,14,,,12111981,
Voxelmaps Ltd,12,Voxelmaps.com,,12114255,
Awaking Giants Ltd,7,,,12115673,
Digpacks Ltd,16,Digpacks.co.uk,,12116726,
Union Pro Limited,6,Pro-unionsweb.com,,12117326,
Nayaone Limited,16,Nayaone.com,,12117711,
SK Business Services Ltd,6,Skbizservices.com.au,,12124461,
Cecure Intelligence Limited,6,,,12127838,
 Tharviyan Limited Tharviyan.com,12,Tharviyan.com,,12127865,
Ryft Pay Ltd,8,,,12128364,
Worksoft UK Ltd,9,Worksoft.com,,12128686,
MPS Workflow Ltd,9,,,12130345,
Reformed It Limited,14,Reformed-it.co.uk,,12132045,
Spad Group Limited,8,Secsource.ltd,,12133634,
Protostream Limited,15,,,12134399,
Intellitgent Europe Ltd,7,Intellitgent.co.uk,"£3,560,331 ",12137034,"(£95,920)"
Breakthrough Communications & Strategies Limited,7,Breakthroughcomms.co.uk,,12138602,
Eb Tech Ltd,6,,,12138831,
Intouchnow Services Limited,31,Intouchnow.com,,12140083,
Shristi It Ltd,8,,,12141238,
Frupro Limited,13,,,12142605,
Optec Services Ltd,16,Optec.co.uk,,12143074,
Medwise Ai Limited,8,,,12146414,
MLP Newco 1 Limited,8,Opengi.co.uk,"£444,000 ",12146836,"(£333,000)"
Ollie Pickett Limited,8,,,12148830,
Prolion Ltd,6,,,12149129,
Supplyvue Analytics Limited,11,Supplyvue.com,,12149596,
Inevitech Ltd,6,Workshopit.co.uk,,12149874,
Haystack APP Limited,6,,,12150812,
Trisys Ltd,9,Trisys.co.uk,,12151001,
Cloudshop Limited,6,,,12151288,
Engine Ai Limited,24,Dystematic.com,,12152960,
Supplyvue Limited,11,Supplyvue.com,,12153712,
Zinc Digital Creative Marketing Ltd,17,Zincdigital.com,,12159042,
Sharva Enterprises Ltd,6,,,12160634,
Mattinson Consultancy Ltd,17,,,12161776,
Ex1 - Digital Forensic Services Ltd,15,,,12163808,
SS Web Technologies Limited,7,Sswebtechnologies.co.uk,,12165852,
Datametica UK Limited,6,,"£1,946,982 ",12169142,"£174,773 "
Painchek UK Limited,8,,,12170151,
Cognition Partners Limited,8,,,12171041,
DB Digital Consultancy Ltd,6,,,12171663,
Vrai International Ltd,11,Vraisimulation.com,,12172488,
Cy2 Limited,26,Cy2.co.uk,,12173292,
Malaka Trading Ltd,23,,,12177193,
Engine B Limited,11,,,12177289,
"Singlestore UK, Ltd",24,,,12180130,
345 Technology Limited,22,345.technology,,12182889,
Niaxo Ltd,14,,,12185096,
Valutico UK Limited,7,Valutico.com,,12185279,
Flags Software Limited,15,Flagssoftware.com,,12186871,
Decent Digital Ltd,10,,,12187164,
Heycentric Limited,7,,,12188113,
Versinetic Ltd,6,Bytesnap.co,,12189362,
Cenheard Limited,6,,,12189596,
Phix Technologies Limited,8,Phixtechnologies.com,,12191016,
Kuba Pay Ltd,17,,,12192667,"(£2,797,000)"
Elementary B Ltd,6,Eb-sherloc.com,,12193272,
Thinktribe Ltd,18,Thinktribe.com,,12193432,
173tech Limited,12,,,12194367,
This Is Us (Europe) Ltd,7,,,12194705,
Sreeyam Soft Ltd,13,,,12199251,
Commercial & Legal Ltd,8,,,12200296,
Socura Limited,16,Block.co.uk,,12200836,
Eleven-I Ltd,10,,,12201098,
Leadoo Marketing Technologies Ltd,11,,,12201670,
Five Nines Digital Ltd,23,,,12201800,
The Patton-Filson Group Limited,6,,,12204763,
Pointwire Limited,18,Pointwire.co.uk,,12206850,
Remo Dental Laboratory Limited,7,,,12207217,
5H Holding Ltd,6,Cedarblinds.co.uk,,12208208,
Thinkeq Ltd,11,,,12208965,
Squarestar Digital Limited,7,Squarestardigital.com,,12209104,
Nimbitech Ltd,8,Razor.co.uk,,12209481,
Prosperohub Limited,24,Prosperohub.com,,12210277,
AFP Technology Limited,7,Afptechnology.co.uk,,12210771,
Netmore Iot Solutions Ltd,10,,,12211023,
Infinics Limited,7,Infinics.co.uk,,12211685,
Percy Road Building Supplies Ltd,14,,"£1,332,216 ",12212600,"£198,645 "
Tquila Automation Ltd,35,Tquila-automation.com,,12213530,
ASDF International Ltd,6,,"£55,488 ",12215784,"£1,193 "
Youwe UK Limited,39,Youweagency.com,,12218153,
Team Player Solution Ltd,59,,,12218461,
Technovate Global Engineering Services Ltd,12,,,12218896,
Ever Nimble Ltd,15,Evernimble.com,,12219761,
Penrose Education Ltd,6,,,12220704,
Wicresoft UK Limited,18,Wicresoftinternational.com,,12222889,
Shoreditch Design Studio Ltd,17,,,12225034,
Integrated Tech Ltd,13,Integratedtechnology.co.uk,,12225640,
Slingshot Organic Ltd,6,,,12226254,
Smarter Technologies Trading Limited,26,Smartertechnologies.com,"£2,768,270 ",12226291,"(£2,495,566)"
Computer Generated Solutions UK Ltd,7,,,12226903,
Visualist Technologies Ltd,9,,,12227268,
Productive Machines Ltd,14,,,12227915,
Hynt Labs Limited,10,Owidgets.co.uk,,12228161,
Desap Limited,6,Desap.co.uk,,12228177,
Schoolvue UK Ltd,9,Schoolvue.co.uk,,12230531,
Xebia UK Ltd,25,Appcino.com,,12231032,
Tungo Ltd,15,Tungo.co.uk,,12231240,
Nonius Hospitality Technology UK Ltd,8,Talisyn.co.uk,,12231678,
Waltlabs.Io Emea Limited,7,,,12231761,
The Race Media Ltd,20,Ideasandcars.com,,12232793,
Eocito Limited,11,,,12235115,
Compass International Ltd,32,Compassinternational-uk.com,,12235247,
Crozier Scott Ltd,6,,,12235375,
NM Software Solutions Ltd,12,Nmsoftwaresolutions.com,,12236201,
Blue Flame Trade Ltd,11,,,12236265,
Finilla Solutions Ltd,10,,,12237979,
 Tribe Digital Consulting Ltd Tribe.digital,11,Tribe.digital,,12238117,
Rutterkey Solutions Ltd,16,Rutterkey.com,,12239172,
Deploy12 Limited,6,Huddlteam.co.uk,,12240835,
Checkboard Limited,11,,,12243866,
Beyond Learning Ltd,12,Beyond-learning.co.uk,,12245257,
Cloudsecure Ltd,12,,,12245545,
It Naturally Ltd,49,Itnaturally.com,,12247059,
Usmart Ltd,9,,,12247996,
The Architech Club Ltd,8,Architechclub.com,,12248208,
Configur Ltd,14,Goconfigur.com,,12249346,
Mojo Men Ltd,18,Mojo.so,,12249986,
Adnitor Limited,16,Global4.co.uk,,12250546,
Happaning Ltd,8,,,12251415,
Moochies Trading Ltd,8,Moochies.com,,12253980,
Pose Ar Limited,6,,,12254060,
Nexer Enterprise Applications Limited,45,,,12254404,
Conexiom Europe Ltd,18,,,12254647,
FTR Visuals Ltd,6,,,12255404,
Fibresof Solutions Limited,14,,,12258696,
Lilaconnect Limited,47,Flatroofnorfolk.co.uk,"£3,831,492 ",12264109,"(£3,842,295)"
Panther Software Limited,6,,"£733,449 ",12265276,"£406,096 "
Mitiga-UK Ltd,6,Mitigasolutions.com,,12265567,
Chestergate Technologies Ltd,13,Chestergatetech.co.uk,,12265995,
Openquery Ltd,7,,,12268176,
Delphi Care Solutions Ltd,20,,,12269422,
ITHQ Ltd,15,Realbusinessrescue.co.uk,"£4,623,713 ",12269978,"£247,969 "
Iatro Partners Ltd,12,Codeuk.com,,12271120,
Cfo Solutions Group Ltd,8,,,12271243,
Yaypay UK Limited,12,Yaypay.com,"£13,482 ",12274938,"(£1,128,615)"
Computer Disposal Experts Ltd,7,,,12275131,
PXSM It Group Limited,7,,,12276905,
HP Return Services Ltd,6,,,12276966,
Greenwoodblue Limited,12,,,12277852,
Moolah Money Ltd,16,Financialserviceleads.co.uk,,12278356,
Market Cloud Ltd,8,,,12279543,
Office Tech Suite Ltd,11,Officetechsuite.co.uk,,12279693,
Buildots UK Limited,38,Buildots.com,"£6,350,015 ",12282902,"£132,605 "
JV Controls Limited,10,Jvcontrols.co.uk,,12284249,
Gocertify Ltd,11,Gocertify.me,,12284825,
Istari Global Limited,23,Istari-global.com,"£9,695,000 ",12285538,"(£695,000)"
Acubed It Solutions Limited,6,,,12285965,
Distributed Crafts Ltd,6,Interlay.io,,12286246,
Aura Life Limited,22,,,12287045,
Hornetsecurity Limited,15,Everycloudtech.com,,12288093,
Pay Io Ltd,9,Payio.co.uk,,12289765,
Oper8 Global Limited,8,,,12291118,
Nuvem Solutions Ltd,9,,,12291946,
Id Studio Web Agency Ltd,9,Netdreams.co.uk,,12292006,
Invuse Limited,18,Invotra.com,,12292466,
Aora Group Limited,12,Aoralaw.com,,12293326,
Myra It Solutions Ltd,9,,,12293429,
Northumbria Group Ltd,9,,,12294025,
Wayflyer UK Limited,65,,"£10,251,000 ",12294939,"£1,038,000 "
Stability Ai Ltd,45,,,12295325,
PSK Metonym Systems Ltd,7,Pskmetonym.co.uk,,12295399,
ARCH Restaurants Limited,15,,,12295504,
Valarian Technologies Limited,14,,,12295525,
Jet Tech Supplies Limited,6,,,12295528,
Integy Ltd,10,Integy.co.uk,,12295668,
Magnate Limited,8,,"£101,883 ",12297767,"£30,997 "
Income Analytics Limited,10,Incans.com,,12298014,
Techaquila Limited,6,,,12298433,
Lithe Consulting Ltd,10,Thinklithe.com,,12298672,
Signifyc Ltd,10,,,12298942,
Heqlas Integrated Services Ltd,10,,,12299930,
Flywheel Tech Limited,33,Flywheel-it.co.uk,,12300137,
Hyper Targeted Marketing Limited,14,,,12301024,
ICT Group Limited,7,Ict-group.co.uk,,12302540,
Blinx Technology Ltd,26,,,12306818,
Textmine Limited,14,Legislate.ai,,12307500,
Avatar Tech Limited,10,,,12308787,
Digital Space Cloud Services Limited,15,Arcusglobal.com,"£4,639,000 ",12308964,"(£152,000)"
Push Security Ltd,38,,,12309408,
Adoptech Ltd,6,Adoptech.co.uk,,12310295,
Solvd Together Ltd,10,Solvdtogether.com,,12310445,
Channel Edge Ltd,7,Channel-edge.co.uk,,12310971,
Obconnect Limited,11,Obconnect.io,,12311322,
"Soracom Corporation, Ltd",15,Soracom.io,"£14,899,000 ",12311887,"£4,689,000 "
Fonn Ltd,7,,,12312957,
Gacp Limited,9,,,12312976,
Wieldmore Investment Management Limited,6,Wieldmore.com,"£134,138 ",12315071,"(£44,642)"
Prinsix Technologies Limited,7,,,12315496,
Searchpilot Limited,15,Searchpilot.com,,12316032,
